SITZUNGSDAUERLAUF -- samsung SM-A156B
Android 16 (API 36)

300 vollständige Diktate hintereinander, im selben Prozess.
Ohne Neustart, ohne Hintergrund, ohne erzwungenes Aufräumen.
Seitengröße für RSS: 4 KB (fest angenommen).

KONTROLLSITZUNG
  Text erkannt: ja, Fehler keiner, Zeiger 172
  in Ordnung

VERLAUF -- jede Sitzung
  Nr   Zeig   Fäden  Java KB  nativ    RSS KB   Start   Dauer   Aufräum Text
  215  185    20     8945     23247    119044   36      3147    2       ja
  216  185    20     9161     23258    119040   30      3154    1       ja
  217  185    20     9329     23263    119276   29      3152    1       ja
  218  185    20     9497     23264    119272   27      3149    1       ja
  219  185    20     9681     23263    119504   29      3151    2       ja
  220  185    20     9945     23282    119752   52      3147    2       ja
  221  185    20     10081    23283    119984   25      3146    1       ja
  222  185    20     10266    23287    119980   23      3154    0       ja
  223  185    20     10466    23295    119976   29      3154    2       ja
  224  185    20     10602    23299    120208   28      3151    1       ja
  225  185    20     10786    23299    120204   29      3146    1       ja
  226  185    20     5139     22931    116636   37      3151    2       ja
  227  185    20     5339     22928    116628   33      3159    1       ja
  228  185    20     5507     22931    116856   28      3155    2       ja
  229  185    20     5643     22936    117024   29      3164    2       ja
  230  185    20     5923     22973    117016   52      3151    1       ja
  231  185    20     6123     22970    117248   33      3148    2       ja
  232  185    20     6259     22974    117244   35      3162    2       ja
  233  185    20     6443     22976    117480   27      3145    1       ja
  234  185    20     6708     22964    117476   28      3150    0       ja
  235  185    20     6876     22963    117708   25      3151    1       ja
  236  185    20     7060     22971    117704   29      3154    1       ja
  237  185    20     7228     22958    117936   33      3156    2       ja
  238  185    20     7396     22969    117932   29      3156    2       ja
  239  185    20     7580     22968    117928   26      3165    0       ja
  240  185    20     7844     23106    118476   54      3158    0       ja
  241  185    20     8012     23094    118472   28      3143    1       ja
  242  185    20     8196     23096    118708   30      3154    1       ja
  243  185    20     8396     23083    118704   29      3152    1       ja
  244  185    20     8533     23082    118936   27      3157    0       ja
  245  185    20     8749     23087    118932   24      3152    2       ja
  246  185    20     8917     23089    118928   29      3152    2       ja
  247  185    20     9085     23093    119156   28      3138    2       ja
  248  185    20     9269     23275    119140   28      3155    0       ja
  249  185    20     9437     23281    119376   32      3153    2       ja
  250  185    20     9669     23412    119372   53      3162    2       ja
  251  185    20     9885     23416    119860   27      3146    1       ja
  252  185    20     10053    23424    119856   28      3154    1       ja
  253  185    20     10221    23423    120084   27      3156    1       ja
  254  185    20     10438    23427    120080   29      3154    1       ja
  255  185    20     10606    23428    120076   26      3161    2       ja
  256  185    20     10774    23435    120308   30      3130    1       ja
  257  185    20     10958    23435    120304   27      3152    2       ja
  258  185    20     5203     23095    116516   29      3149    2       ja
  259  185    20     5371     23099    116512   25      3157    1       ja
  260  185    20     5667     23156    116956   51      3157    1       ja
  261  185    20     5803     23162    116952   32      3152    1       ja
  262  185    20     5987     23167    117184   28      3164    1       ja
  263  185    20     6187     23170    116952   31      3124    1       ja
  264  185    20     6323     23173    115304   16      3090    0       ja
  265  185    20     6507     23172    115268   16      3124    2       ja
  266  185    20     6740     23178    115264   30      3151    0       ja
  267  185    20     6876     23181    115496   32      3152    1       ja
  268  185    20     7060     23183    115492   27      3151    2       ja
  269  185    20     7260     23187    115728   29      3159    1       ja
  270  185    20     7492     23201    116536   54      3146    2       ja
  271  185    20     7676     23132    116816   24      3154    2       ja
  272  185    20     7844     23139    116812   27      3146    1       ja
  273  185    20     8012     23145    116808   28      3155    0       ja
  274  185    20     8196     23146    117036   28      3152    1       ja
  275  185    20     8364     23147    117032   23      3151    2       ja
  276  185    20     8533     23154    117268   24      3153    1       ja
  277  185    20     8717     23155    117264   21      3153    1       ja
  278  185    20     8981     23156    117496   25      3131    2       ja
  279  185    20     9117     23159    117492   28      3154    1       ja
  280  185    20     9397     23182    117988   50      3159    2       ja
  281  185    20     9565     23183    117984   26      3151    2       ja
  282  185    20     9701     23188    117980   31      3152    1       ja
  283  185    20     9917     23190    118212   28      3166    2       ja
  284  185    20     10085    23197    118208   32      3155    1       ja
  285  185    20     10221    23199    118444   31      3149    2       ja
